ITEM_SEQ,ITEM_NAME,ENTP_NAME,CHARTN,DRUG_SHAPE,COLOR_CLASS1,COLOR_CLASS2,PRINT_FRONT,PRINT_BACK,ETC_OTC_CODE,ITEM_ENG_NAME,CLASS_NO,LENG_LONG,LENG_SHORT,THICK,SOURCE_YEAR,RAG_TEXT
202101945,비맥스메타비정,(유)한풍제약,빨간색의 타원형 필름코팅정,타원형,빨강,,MTT,,일반의약품,B-max Meta B Tab.,3190.0,17.2,10.2,7.1,2021,비맥스메타비정 | 제조사: (유)한풍제약 | 모양: 타원형 | 색상: 빨강 | 각인: MTT | 일반의약품 | 빨간색의 타원형 필름코팅정
202400679,비맥스에버프리미엄정,(유)한풍제약,진한 갈색의 타원형 필름코팅정,타원형,갈색,,EVP,,일반의약품,B-max Ever Premium Tab.,3190.0,17.3,10.3,6.8,2024,비맥스에버프리미엄정 | 제조사: (유)한풍제약 | 모양: 타원형 | 색상: 갈색 | 각인: EVP | 일반의약품 | 진한 갈색의 타원형 필름코팅정
202202490,비맥스엠지플러스연질캡슐,(유)한풍제약,노랑 내지 겨자색의 점조성 내용물을 함유한 적갈색의 장방형 연질캡슐,타원형,갈색,,BGP,,일반의약품,B-max MG Plus Soft Cap.,3190.0,24.7,9.1,9.1,2022,비맥스엠지플러스연질캡슐 | 제조사: (유)한풍제약 | 모양: 타원형 | 색상: 갈색 | 각인: BGP | 일반의약품 | 노랑 내지 겨자색의 점조성 내용물을 함유한 적갈색의 장방형 연질캡슐
202300436,비맥스제트정,(유)한풍제약,적갈색의 타원형 필름코팅정,타원형,빨강,,B-Z,,일반의약품,B-max Z Tab.,3190.0,17.3,10.3,7.3,2023,비맥스제트정 | 제조사: (유)한풍제약 | 모양: 타원형 | 색상: 빨강 | 각인: B-Z | 일반의약품 | 적갈색의 타원형 필름코팅정
202302074,비메진정,주식회사 노바엠헬스케어,파란색 원형의 필름코팅정,원형,파랑,,NV,,일반의약품,B-mezine Tabs.,3190.0,9.2,9.2,4.6,2023,비메진정 | 제조사: 주식회사 노바엠헬스케어 | 모양: 원형 | 색상: 파랑 | 각인: NV | 일반의약품 | 파란색 원형의 필름코팅정
202500515,"비모엠정500/20밀리그램(나프록센, 에스오메프라졸)",(주)마더스제약,핵정과 외핵으로 이루어진 양면이 볼록한 타원형의 노란색 필름코팅 정제,타원형,주황,,VimoM,,전문의약품,"VimoM tab. 500/20mg (Naproxen, Esomeprazole)",1140.0,17.7,9.1,6.3,2025,"비모엠정500/20밀리그램(나프록센, 에스오메프라졸) | 제조사: (주)마더스제약 | 모양: 타원형 | 색상: 주황 | 각인: VimoM | 전문의약품 | 핵정과 외핵으로 이루어진 양면이 볼록한 타원형의 노란색 필름코팅 정제"
202501331,비보레바서방정150밀리그램(레바미피드),(주)비보존제약,흰색의 원형 서방정,원형,하양,,VVZ,SR,전문의약품,Vivoreba SR Tab. 150mg,2320.0,9.2,9.2,3.7,2025,비보레바서방정150밀리그램(레바미피드) | 제조사: (주)비보존제약 | 모양: 원형 | 색상: 하양 | 각인: VVZ SR | 전문의약품 | 흰색의 원형 서방정
202400408,비스콘틴엠800정,성이바이오제약주식회사,적갈색의 장방형 필름코팅정,타원형,빨강,,BSC,M,일반의약품,BISCONTIN MAX 800 TABLET,3190.0,19.8,8.7,7.8,2024,비스콘틴엠800정 | 제조사: 성이바이오제약주식회사 | 모양: 타원형 | 색상: 빨강 | 각인: BSC M | 일반의약품 | 적갈색의 장방형 필름코팅정
202302026,"비아틴엠정50/500밀리그램(시타글립틴,메트포르민)",한국유나이티드제약(주),분홍색의 타원형 필름코팅정,타원형,분홍,,T50,UT,전문의약품,VIATIN M Tab.,3960.0,17.6,8.6,5.4,2023,"비아틴엠정50/500밀리그램(시타글립틴,메트포르민) | 제조사: 한국유나이티드제약(주) | 모양: 타원형 | 색상: 분홍 | 각인: T50 UT | 전문의약품 | 분홍색의 타원형 필름코팅정"
202100172,비아틴정50밀리그램(시타글립틴염산염수화물),한국유나이티드제약(주),주황색의 양면이 볼록한 원형의 필름코팅정,원형,분홍,,S50,UT,전문의약품,Viatin Tabs. 50mg,3960.0,8.0,8.0,3.3,2021,비아틴정50밀리그램(시타글립틴염산염수화물) | 제조사: 한국유나이티드제약(주) | 모양: 원형 | 색상: 분홍 | 각인: S50 UT | 전문의약품 | 주황색의 양면이 볼록한 원형의 필름코팅정
202103743,비앤비정,주식회사 노바엠헬스케어,흰색의 타원형 필름코팅정,타원형,하양,,NVM,,일반의약품,BnB Tab,2380.0,15.0,8.6,5.2,2021,비앤비정 | 제조사: 주식회사 노바엠헬스케어 | 모양: 타원형 | 색상: 하양 | 각인: NVM | 일반의약품 | 흰색의 타원형 필름코팅정
202101222,비우다장용연질캡슐,에이치엘비제약(주),미황색의 유상 내용물을 함유한 녹색의 타원형 연질캡슐,타원형,초록,,HLB,,일반의약품,Biuda Soft capsules for Enteric application,2380.0,12.1,7.4,7.6,2021,비우다장용연질캡슐 | 제조사: 에이치엘비제약(주) | 모양: 타원형 | 색상: 초록 | 각인: HLB | 일반의약품 | 미황색의 유상 내용물을 함유한 녹색의 타원형 연질캡슐
202203468,비자니정(디에노게스트),알보젠코리아(주),흰색 내지 미백색의 원형의 정제,원형,하양,,,,전문의약품,Visanny Tablet,2470.0,7.1,7.1,3.2,2022,비자니정(디에노게스트) | 제조사: 알보젠코리아(주) | 모양: 원형 | 색상: 하양 | 전문의약품 | 흰색 내지 미백색의 원형의 정제
202301279,비코딜에스정,(주)인트로바이오파마,녹색의 원형 장용성 필름코팅정,원형,연두,,9,마크,일반의약품,Bicodyl S Tab.,2380.0,7.5,7.5,4.3,2023,비코딜에스정 | 제조사: (주)인트로바이오파마 | 모양: 원형 | 색상: 연두 | 각인: 9 마크 | 일반의약품 | 녹색의 원형 장용성 필름코팅정
202300250,비큐원스연질캡슐,코스맥스파마(주),미황색의 유상 내용물을 함유한 청색의 타원형 연질캡슐,타원형,파랑,,BB1,,일반의약품,BQONES soft cap.,2380.0,13.9,8.4,8.4,2023,비큐원스연질캡슐 | 제조사: 코스맥스파마(주) | 모양: 타원형 | 색상: 파랑 | 각인: BB1 | 일반의약품 | 미황색의 유상 내용물을 함유한 청색의 타원형 연질캡슐
202500554,비타리본정,대원바이오텍주식회사,분홍색의 장방형 필름코팅정,장방형,분홍,,CIU,,일반의약품,Vita-Ribbon tablet,3210.0,16.1,7.8,5.0,2025,비타리본정 | 제조사: 대원바이오텍주식회사 | 모양: 장방형 | 색상: 분홍 | 각인: CIU | 일반의약품 | 분홍색의 장방형 필름코팅정
202500975,비타미노펜스트롱연질캡슐,(주)알피바이오,황색의 내용물을 함유한 다홍색의 장방형 연질캡슐,타원형,빨강,,CLMX15,,일반의약품,Vitaminophen Strong Soft Cap.,1140.0,18.0,7.7,7.7,2025,비타미노펜스트롱연질캡슐 | 제조사: (주)알피바이오 | 모양: 타원형 | 색상: 빨강 | 각인: CLMX15 | 일반의약품 | 황색의 내용물을 함유한 다홍색의 장방형 연질캡슐
202106496,비타미노펜연질캡슐,(주)알피바이오,미황색(연노랑)의 내용물을 함유한 다홍색의 타원형 연질캡슐,타원형,빨강,,CLMX14,,일반의약품,Vitaminophen soft cap.,1140.0,16.8,10.1,10.1,2021,비타미노펜연질캡슐 | 제조사: (주)알피바이오 | 모양: 타원형 | 색상: 빨강 | 각인: CLMX14 | 일반의약품 | 미황색(연노랑)의 내용물을 함유한 다홍색의 타원형 연질캡슐
202301278,비타비케어정,경동제약(주),갈색의 장방형 필름코팅정제,장방형,갈색,,VTC,,일반의약품,VitaBcare Tab.,3190.0,19.5,9.3,7.2,2023,비타비케어정 | 제조사: 경동제약(주) | 모양: 장방형 | 색상: 갈색 | 각인: VTC | 일반의약품 | 갈색의 장방형 필름코팅정제
202401409,비타씨디정,명문바이오(주),흰색 또는 미황색의 장방형 정제,장방형,하양,하양,ASC400,,일반의약품,Vita CD Tablets,3160.0,20.8,8.7,6.6,2024,비타씨디정 | 제조사: 명문바이오(주) | 모양: 장방형 | 색상: 하양 하양 | 각인: ASC400 | 일반의약품 | 흰색 또는 미황색의 장방형 정제
202103827,비타씬맥스정,조아제약(주),황갈색의 장방형 필름코팅정제,타원형,분홍,,VTX,CΛ,일반의약품,Vitathin Max Tab,3190.0,19.8,8.8,6.4,2021,비타씬맥스정 | 제조사: 조아제약(주) | 모양: 타원형 | 색상: 분홍 | 각인: VTX CΛ | 일반의약품 | 황갈색의 장방형 필름코팅정제
202401038,비타임트리플엠지정,메딕스제약(주),갈색의 타원형 필름코팅정,타원형,갈색,,BTM,,일반의약품,B-Time TripleMg Tab.,3190.0,19.8,10.3,7.1,2024,비타임트리플엠지정 | 제조사: 메딕스제약(주) | 모양: 타원형 | 색상: 갈색 | 각인: BTM | 일반의약품 | 갈색의 타원형 필름코팅정
202401079,비타포유정,(유)한풍제약,주황색의 타원형 필름코팅정,타원형,주황,,LOE,,일반의약품,Vita For U Tab.,3190.0,17.3,10.3,6.5,2024,비타포유정 | 제조사: (유)한풍제약 | 모양: 타원형 | 색상: 주황 | 각인: LOE | 일반의약품 | 주황색의 타원형 필름코팅정
202202275,비파인정,메딕스제약(주),갈색의 장방형 필름코팅정제,장방형,갈색,,BFI,,일반의약품,Befine tab.,,19.3,9.2,7.2,2022,비파인정 | 제조사: 메딕스제약(주) | 모양: 장방형 | 색상: 갈색 | 각인: BFI | 일반의약품 | 갈색의 장방형 필름코팅정제
202300755,비플렉스듀얼케어정,(유)한풍제약,적갈색의 타원형 필름코팅정,타원형,빨강,,BDC,,일반의약품,B PLEX Dualcare Tab.,3190.0,17.3,10.2,6.0,2023,비플렉스듀얼케어정 | 제조사: (유)한풍제약 | 모양: 타원형 | 색상: 빨강 | 각인: BDC | 일반의약품 | 적갈색의 타원형 필름코팅정
202103983,빅스코민에프정,에이프로젠제약(주),갈색의 타원형 필름코팅정,타원형,갈색,,APG,VIC,일반의약품,Bicscomin F tab.,3190.0,19.8,9.2,7.2,2021,빅스코민에프정 | 제조사: 에이프로젠제약(주) | 모양: 타원형 | 색상: 갈색 | 각인: APG VIC | 일반의약품 | 갈색의 타원형 필름코팅정
202101800,빅코민백골드정,미래제약(주),적갈색의 장방형 필름코팅정,장방형,갈색,,분할선,마크B100,일반의약품,Bigcomin Baeg Gold Tab.,3190.0,20.0,8.8,7.1,2021,빅코민백골드정 | 제조사: 미래제약(주) | 모양: 장방형 | 색상: 갈색 | 각인: 분할선 마크B100 | 일반의약품 | 적갈색의 장방형 필름코팅정
202302381,빅콘에프600정,(주)에이프로젠바이오로직스,갈색의 장방형 필름코팅정,타원형,갈색,,마크 BC,,일반의약품,Bigchon-F 600 Tab.,3190.0,19.9,8.8,6.4,2023,빅콘에프600정 | 제조사: (주)에이프로젠바이오로직스 | 모양: 타원형 | 색상: 갈색 | 각인: 마크 BC | 일반의약품 | 갈색의 장방형 필름코팅정
202107101,빌가드엠정50/500밀리그램,삼진제약(주),밝은 황색의 타원형 필름코팅정,타원형,주황,,SJ,VM,전문의약품,Vilguard M Tab. 50/500 mg,3960.0,17.7,7.3,5.7,2021,빌가드엠정50/500밀리그램 | 제조사: 삼진제약(주) | 모양: 타원형 | 색상: 주황 | 각인: SJ VM | 전문의약품 | 밝은 황색의 타원형 필름코팅정
202200365,빌가드정50밀리그램(빌다글립틴),삼진제약(주),흰색 내지 밝은 노란빛을 띄는 원형정제,원형,하양,,SJ,VG,전문의약품,Vilguard Tab. 50 mg,3960.0,6.5,6.5,3.0,2022,빌가드정50밀리그램(빌다글립틴) | 제조사: 삼진제약(주) | 모양: 원형 | 색상: 하양 | 각인: SJ VG | 전문의약품 | 흰색 내지 밝은 노란빛을 띄는 원형정제
202105310,빌다글메트정50/1000밀리그램,한미약품(주),어두운 노란색의 타원형 필름코팅정,타원형,주황,,V1000,,전문의약품,,3960.0,21.2,8.4,7.6,2021,빌다글메트정50/1000밀리그램 | 제조사: 한미약품(주) | 모양: 타원형 | 색상: 주황 | 각인: V1000 | 전문의약품 | 어두운 노란색의 타원형 필름코팅정
202105309,빌다글메트정50/500밀리그램,한미약품(주),밝은 노란색의 타원형 필름코팅정,타원형,노랑,,V500,,전문의약품,,3960.0,17.1,7.1,6.0,2021,빌다글메트정50/500밀리그램 | 제조사: 한미약품(주) | 모양: 타원형 | 색상: 노랑 | 각인: V500 | 전문의약품 | 밝은 노란색의 타원형 필름코팅정
202105311,빌다글메트정50/850밀리그램,한미약품(주),노란색의 타원형 필름코팅정,타원형,주황,,V850,,전문의약품,,3960.0,20.2,8.2,7.2,2021,빌다글메트정50/850밀리그램 | 제조사: 한미약품(주) | 모양: 타원형 | 색상: 주황 | 각인: V850 | 전문의약품 | 노란색의 타원형 필름코팅정
202101225,빌다글정50밀리그램(빌다글립틴염산염),한미약품(주),흰색 내지 밝은 노란색의 원형 정제,원형,하양,,V50,,전문의약품,Vildagle Tab. 50mg(Vildagliptin HCl),3960.0,7.3,7.3,3.2,2021,빌다글정50밀리그램(빌다글립틴염산염) | 제조사: 한미약품(주) | 모양: 원형 | 색상: 하양 | 각인: V50 | 전문의약품 | 흰색 내지 밝은 노란색의 원형 정제
202302533,"빌다듀오엠정50/1000밀리그램(빌다글립틴,메트포르민염산염)",(주)마더스제약,어두운 노란색의 타원형 필름코팅정,타원형,갈색,,MJ,V1,전문의약품,Vildaduo M tab. 50/1000mg,,21.2,8.3,8.2,2023,"빌다듀오엠정50/1000밀리그램(빌다글립틴,메트포르민염산염) | 제조사: (주)마더스제약 | 모양: 타원형 | 색상: 갈색 | 각인: MJ V1 | 전문의약품 | 어두운 노란색의 타원형 필름코팅정"
