ITEM_SEQ,ITEM_NAME,ENTP_NAME,CHARTN,DRUG_SHAPE,COLOR_CLASS1,COLOR_CLASS2,PRINT_FRONT,PRINT_BACK,ETC_OTC_CODE,ITEM_ENG_NAME,CLASS_NO,LENG_LONG,LENG_SHORT,THICK,SOURCE_YEAR,RAG_TEXT
202300019,시타엔메트엑스알서방정50/750밀리그램,지엘파마(주),밝은 녹색으로 양면이 볼록한 타원형의 서방성 필름코팅정,타원형,연두,,G57,,전문의약품,GL SitaMet XR tab. 50/750mg,3960.0,20.3,10.3,7.7,2023,시타엔메트엑스알서방정50/750밀리그램 | 제조사: 지엘파마(주) | 모양: 타원형 | 색상: 연두 | 각인: G57 | 전문의약품 | 밝은 녹색으로 양면이 볼록한 타원형의 서방성 필름코팅정
202300387,"시타엠다파정10/100밀리그램(다파글리플로진,시타글립틴)",맥널티제약(주),베이지색의 타원형의 필름코팅정,타원형,분홍,,,MC1,전문의약품,Dapaglisita-M Tab. 10/100mg,3960.0,16.0,6.7,4.5,2023,"시타엠다파정10/100밀리그램(다파글리플로진,시타글립틴) | 제조사: 맥널티제약(주) | 모양: 타원형 | 색상: 분홍 | 각인: MC1 | 전문의약품 | 베이지색의 타원형의 필름코팅정"
202401787,"시타칸다플메트서방정10/100/1000밀리그램(다파글리플로진,시타글립틴,메트포르민)",동국제약(주),분홍색의 타원형 서방성 필름코팅정,타원형,분홍,,ST8,,전문의약품,Sitakandapeulmet SR Tab. 10/100/1000mg,3960.0,21.2,11.2,9.1,2024,"시타칸다플메트서방정10/100/1000밀리그램(다파글리플로진,시타글립틴,메트포르민) | 제조사: 동국제약(주) | 모양: 타원형 | 색상: 분홍 | 각인: ST8 | 전문의약품 | 분홍색의 타원형 서방성 필름코팅정"
202401788,"시타칸다플메트서방정5/50/1000밀리그램(다파글리플로진,시타글립틴,메트포르민)",동국제약(주),주황색의 타원형 서방성 필름코팅정,타원형,분홍,,ST7,,전문의약품,Sitakandapeulmet SR Tab. 5/50/1000mg,3960.0,21.3,11.1,8.2,2024,"시타칸다플메트서방정5/50/1000밀리그램(다파글리플로진,시타글립틴,메트포르민) | 제조사: 동국제약(주) | 모양: 타원형 | 색상: 분홍 | 각인: ST7 | 전문의약품 | 주황색의 타원형 서방성 필름코팅정"
202300614,시타티딘듀오엑스알서방정100/1000밀리그램,(주)티디에스팜,밝은 파랑색의 양면이 볼록한 타원형 서방성 필름코팅정제,타원형,파랑,,TD,DX3,전문의약품,sitatidine Duo XR Tab. 100/1000mg,3960.0,22.4,11.2,7.9,2023,시타티딘듀오엑스알서방정100/1000밀리그램 | 제조사: (주)티디에스팜 | 모양: 타원형 | 색상: 파랑 | 각인: TD DX3 | 전문의약품 | 밝은 파랑색의 양면이 볼록한 타원형 서방성 필름코팅정제
202300613,시타티딘듀오엑스알서방정50/1000밀리그램,(주)티디에스팜,밝은 녹색의 타원형 서방성 필름코팅정제,타원형,연두,,TD,DX2,전문의약품,sitatidine Duo XR Tab. 50/1000mg,3960.0,22.1,10.9,7.8,2023,시타티딘듀오엑스알서방정50/1000밀리그램 | 제조사: (주)티디에스팜 | 모양: 타원형 | 색상: 연두 | 각인: TD DX2 | 전문의약품 | 밝은 녹색의 타원형 서방성 필름코팅정제
202300612,시타티딘듀오엑스알서방정50/500밀리그램,(주)티디에스팜,연한 파랑색의 양면이 볼록한 타원형 서방성 필름코팅정제,타원형,파랑,,TD,DX1,전문의약품,sitatidine Duo XR Tab. 50/500mg,3960.0,20.8,10.5,6.3,2023,시타티딘듀오엑스알서방정50/500밀리그램 | 제조사: (주)티디에스팜 | 모양: 타원형 | 색상: 파랑 | 각인: TD DX1 | 전문의약품 | 연한 파랑색의 양면이 볼록한 타원형 서방성 필름코팅정제
202300841,시타티딘듀오정50/1000밀리그램,(주)티디에스팜,적갈색의 타원형 필름코팅정,타원형,갈색,,TD,D3,전문의약품,Sitatidine duo Tab. 50/1000mg,3960.0,20.5,10.1,7.3,2023,시타티딘듀오정50/1000밀리그램 | 제조사: (주)티디에스팜 | 모양: 타원형 | 색상: 갈색 | 각인: TD D3 | 전문의약품 | 적갈색의 타원형 필름코팅정
202300840,시타티딘듀오정50/500밀리그램,(주)티디에스팜,밝은 분홍색의 타원형 필름코팅정,타원형,분홍,,TD,D1,전문의약품,Sitatidine duo Tab. 50/500mg,3960.0,15.8,8.7,6.0,2023,시타티딘듀오정50/500밀리그램 | 제조사: (주)티디에스팜 | 모양: 타원형 | 색상: 분홍 | 각인: TD D1 | 전문의약품 | 밝은 분홍색의 타원형 필름코팅정
202300839,시타티딘듀오정50/850밀리그램,(주)티디에스팜,분홍색의 타원형 필름코팅정,타원형,분홍,,TD,D2,전문의약품,Sitatidine duo Tab. 50/850mg,3960.0,20.5,10.1,6.4,2023,시타티딘듀오정50/850밀리그램 | 제조사: (주)티디에스팜 | 모양: 타원형 | 색상: 분홍 | 각인: TD D2 | 전문의약품 | 분홍색의 타원형 필름코팅정
202301860,시타티딘정25밀리그램(시타글립틴염산염수화물),(주)티디에스팜,밝은 노란 주황색의 원형 필름코팅정,원형,분홍,,TD,T1,전문의약품,Sitatidine Tab. 25mg (Sitagliptin HCl Hydrate),3960.0,6.1,6.1,3.5,2023,시타티딘정25밀리그램(시타글립틴염산염수화물) | 제조사: (주)티디에스팜 | 모양: 원형 | 색상: 분홍 | 각인: TD T1 | 전문의약품 | 밝은 노란 주황색의 원형 필름코팅정
202301868,"시타플러스서방정100/1000밀리그램(시타글립틴,메트포르민)",(주)씨엠지제약,밝은 파랑색의 양면이 볼록한 타원형 서방성 필름코팅정제,타원형,파랑,,DX3,CP,전문의약품,"Sita Plus extended release tablet 100/1000mg(Sitagliptin,Metformin)",3960.0,22.4,11.2,7.9,2023,"시타플러스서방정100/1000밀리그램(시타글립틴,메트포르민) | 제조사: (주)씨엠지제약 | 모양: 타원형 | 색상: 파랑 | 각인: DX3 CP | 전문의약품 | 밝은 파랑색의 양면이 볼록한 타원형 서방성 필름코팅정제"
202301869,"시타플러스서방정50/1000밀리그램(시타글립틴,메트포르민)",(주)씨엠지제약,밝은 녹색의 타원형 서방성 필름코팅정제,타원형,연두,,DX2,CP,전문의약품,"Sita plus extended release tablet 50/1000mg(Sitagliptin,Metformin)",3960.0,22.1,10.9,7.8,2023,"시타플러스서방정50/1000밀리그램(시타글립틴,메트포르민) | 제조사: (주)씨엠지제약 | 모양: 타원형 | 색상: 연두 | 각인: DX2 CP | 전문의약품 | 밝은 녹색의 타원형 서방성 필름코팅정제"
202301870,"시타플러스서방정50/500밀리그램(시타글립틴,메트포르민)",(주)씨엠지제약,연한 파랑색의 양면이 볼록한 타원형 서방성 필름코팅정제,타원형,파랑,,CP,DX1,전문의약품,"Sita plus extended release 50/500mg (Sitagliptin,Metformin)",3960.0,20.8,10.5,6.3,2023,"시타플러스서방정50/500밀리그램(시타글립틴,메트포르민) | 제조사: (주)씨엠지제약 | 모양: 타원형 | 색상: 파랑 | 각인: CP DX1 | 전문의약품 | 연한 파랑색의 양면이 볼록한 타원형 서방성 필름코팅정제"
202301800,"시타플러스정50/1000밀리그램(시타글립틴,메트포르민)",(주)씨엠지제약,적갈색의 타원형 필름코팅정,타원형,갈색,,D3,CP,전문의약품,"Sita plus tablet 50/1000mg (Sitagliptin, Metformin)",3960.0,20.5,10.1,6.4,2023,"시타플러스정50/1000밀리그램(시타글립틴,메트포르민) | 제조사: (주)씨엠지제약 | 모양: 타원형 | 색상: 갈색 | 각인: D3 CP | 전문의약품 | 적갈색의 타원형 필름코팅정"
202301802,"시타플러스정50/500밀리그램(시타글립틴,메트포르민)",(주)씨엠지제약,밝은 분홍색의 타원형 필름코팅정,타원형,분홍,,D1,CP,전문의약품,"Sita Plus tablet 50/500mg(Sitagliptin,Metformin)",3960.0,15.8,8.7,6.0,2023,"시타플러스정50/500밀리그램(시타글립틴,메트포르민) | 제조사: (주)씨엠지제약 | 모양: 타원형 | 색상: 분홍 | 각인: D1 CP | 전문의약품 | 밝은 분홍색의 타원형 필름코팅정"
202301801,"시타플러스정50/850밀리그램(시타글립틴,메트포르민)",(주)씨엠지제약,분홍색의 타원형 필름코팅정,타원형,분홍,,D2,CP,전문의약품,"Sita plus tablet 50/850mg(Sitagliptin, Metformin)",3960.0,20.5,10.1,6.4,2023,"시타플러스정50/850밀리그램(시타글립틴,메트포르민) | 제조사: (주)씨엠지제약 | 모양: 타원형 | 색상: 분홍 | 각인: D2 CP | 전문의약품 | 분홍색의 타원형 필름코팅정"
202500552,"시타플로진메트서방정5/50/1000밀리그램(다파글리플로진,시타글립틴,메트포르민)",(주)동구바이오제약,연한 노란색의 양면이 볼록한 타원형의 서방성 필름코팅정,타원형,주황,,DC5 1000,,전문의약품,Sitaflozinmet SR Tab. 5/50/1000mg,3960.0,21.0,11.0,8.0,2025,"시타플로진메트서방정5/50/1000밀리그램(다파글리플로진,시타글립틴,메트포르민) | 제조사: (주)동구바이오제약 | 모양: 타원형 | 색상: 주황 | 각인: DC5 1000 | 전문의약품 | 연한 노란색의 양면이 볼록한 타원형의 서방성 필름코팅정"
202302298,"시타피오정100/15밀리그램(시타글립틴인산염수화물,피오글리타존염산염)",현대약품(주),연한 주황색의 장방형 필름코팅정제,타원형,분홍,,ST15,,전문의약품,Sitapio 100mg /15mg Tab.,,14.4,7.1,4.9,2023,"시타피오정100/15밀리그램(시타글립틴인산염수화물,피오글리타존염산염) | 제조사: 현대약품(주) | 모양: 타원형 | 색상: 분홍 | 각인: ST15 | 전문의약품 | 연한 주황색의 장방형 필름코팅정제"
202302297,"시타피오정100/30밀리그램(시타글립틴인산염수화물,피오글리타존염산염)",현대약품(주),연한 주황색의 장방형 필름코팅정제,타원형,분홍,,ST30,,전문의약품,Sitapio 100mg/30mg Tab.,,14.4,7.1,6.2,2023,"시타피오정100/30밀리그램(시타글립틴인산염수화물,피오글리타존염산염) | 제조사: 현대약품(주) | 모양: 타원형 | 색상: 분홍 | 각인: ST30 | 전문의약품 | 연한 주황색의 장방형 필름코팅정제"
202500603,시트큐정,(주)바이넥스,분홍색의 장방형 필름코팅정,장방형,분홍,분홍,BIQ,,일반의약품,Cit-Q Tab.,3190.0,16.3,8.0,5.1,2025,시트큐정 | 제조사: (주)바이넥스 | 모양: 장방형 | 색상: 분홍 분홍 | 각인: BIQ | 일반의약품 | 분홍색의 장방형 필름코팅정
202501606,신신스코베르캡슐,신신제약(주),"황색의 분말이 충전된 상부, 하부 미황색의 경질캡슐제",장방형,노랑,노랑,SSN SCB,,일반의약품,Sinsin Scober Cap.,2370.0,18.9,6.2,6.6,2025,"신신스코베르캡슐 | 제조사: 신신제약(주) | 모양: 장방형 | 색상: 노랑 노랑 | 각인: SSN SCB | 일반의약품 | 황색의 분말이 충전된 상부, 하부 미황색의 경질캡슐제"
202501670,신신폴산정(폴산),신신제약(주),황색의 원형 정제,원형,노랑,,SSN,분할선,일반의약품,Sinsin Folic Acid Tab.,3130.0,7.5,7.5,2.7,2025,신신폴산정(폴산) | 제조사: 신신제약(주) | 모양: 원형 | 색상: 노랑 | 각인: SSN 분할선 | 일반의약품 | 황색의 원형 정제
202401187,신신플렉스정,신신제약(주),흰색의 원형 필름코팅정,원형,하양,,SF,,일반의약품,Sinsin Flex Tab.,1140.0,10.1,10.1,4.5,2024,신신플렉스정 | 제조사: 신신제약(주) | 모양: 원형 | 색상: 하양 | 각인: SF | 일반의약품 | 흰색의 원형 필름코팅정
202301623,실다파엠서방정5/50/1000밀리그램,한미약품(주),노란색의 타원형 서방성 필름코팅정,타원형,주황,,sdm3,,전문의약품,Sildapa M SR Tab. 5/50/1000mg,3960.0,20.8,11.1,9.2,2023,실다파엠서방정5/50/1000밀리그램 | 제조사: 한미약품(주) | 모양: 타원형 | 색상: 주황 | 각인: sdm3 | 전문의약품 | 노란색의 타원형 서방성 필름코팅정
202301624,실다파엠서방정5/50/500밀리그램,한미약품(주),흰색의 타원형 서방성 필름코팅정,타원형,하양,,sdm1,,전문의약품,Sildapa M SR Tab. 5/50/500mg,3960.0,17.5,9.4,7.3,2023,실다파엠서방정5/50/500밀리그램 | 제조사: 한미약품(주) | 모양: 타원형 | 색상: 하양 | 각인: sdm1 | 전문의약품 | 흰색의 타원형 서방성 필름코팅정
202301625,실다파엠서방정5/50/750밀리그램,한미약품(주),연노란색의 타원형 서방성 필름코팅정,타원형,주황,,sdm2,,전문의약품,Sildapa M SR Tab. 5/50/750mg,3960.0,19.4,10.4,8.2,2023,실다파엠서방정5/50/750밀리그램 | 제조사: 한미약품(주) | 모양: 타원형 | 색상: 주황 | 각인: sdm2 | 전문의약품 | 연노란색의 타원형 서방성 필름코팅정
202400773,실데그라정100밀리그램(실데나필시트르산염),신일제약(주),분할선을 가진 연두색의 모서리가 둥근 삼각형 필름코팅정,삼각형,연두,,SI,분할선,전문의약품,Sildegra Tab.100mg,2590.0,15.4,8.2,6.5,2024,실데그라정100밀리그램(실데나필시트르산염) | 제조사: 신일제약(주) | 모양: 삼각형 | 색상: 연두 | 각인: SI 분할선 | 전문의약품 | 분할선을 가진 연두색의 모서리가 둥근 삼각형 필름코팅정
202400774,실데그라정50밀리그램(실데나필시트르산염),신일제약(주),분할선을 가진 연두색의 모서리가 둥근 삼각형 필름코팅정,삼각형,연두,,SI,5분할선0,전문의약품,Sildegra Tab.50mg,,12.2,5.8,4.9,2024,실데그라정50밀리그램(실데나필시트르산염) | 제조사: 신일제약(주) | 모양: 삼각형 | 색상: 연두 | 각인: SI 5분할선0 | 전문의약품 | 분할선을 가진 연두색의 모서리가 둥근 삼각형 필름코팅정
202502257,"실로듀오서방정200/10밀리그램(실로스타졸, 로수바스타틴)",한국유나이티드제약(주),분홍색의 장방형 서방성 필름코팅정,타원형,분홍,,RC10,UT,전문의약품,Cilo Duo Tabs.,3390.0,15.5,5.9,4.8,2025,"실로듀오서방정200/10밀리그램(실로스타졸, 로수바스타틴) | 제조사: 한국유나이티드제약(주) | 모양: 타원형 | 색상: 분홍 | 각인: RC10 UT | 전문의약품 | 분홍색의 장방형 서방성 필름코팅정"
202502256,"실로듀오서방정200/20밀리그램(실로스타졸, 로수바스타틴)",한국유나이티드제약(주),흰색의 장방형 서방성 필름코팅정,장방형,하양,,RC20,UT,전문의약품,Cilo Duo Tab.,3390.0,17.1,7.1,4.3,2025,"실로듀오서방정200/20밀리그램(실로스타졸, 로수바스타틴) | 제조사: 한국유나이티드제약(주) | 모양: 장방형 | 색상: 하양 | 각인: RC20 UT | 전문의약품 | 흰색의 장방형 서방성 필름코팅정"
202502707,실리스칸정350밀리그램(밀크시슬열매건조엑스),엔비케이제약(주),적갈색의 장방형 필름코팅정,타원형,갈색,,NBK,350,일반의약품,Thiliskan tab. 350mg,3910.0,19.3,9.2,6.7,2025,실리스칸정350밀리그램(밀크시슬열매건조엑스) | 제조사: 엔비케이제약(주) | 모양: 타원형 | 색상: 갈색 | 각인: NBK 350 | 일반의약품 | 적갈색의 장방형 필름코팅정
202500434,실버셉트정3밀리그램(도네페질염산염수화물),명인제약(주),흰색의 원형 필름코팅정,원형,하양,하양,MI,3,전문의약품,Silvercept Tab. 3mg,1190.0,5.3,5.3,3.4,2025,실버셉트정3밀리그램(도네페질염산염수화물) | 제조사: 명인제약(주) | 모양: 원형 | 색상: 하양 하양 | 각인: MI 3 | 전문의약품 | 흰색의 원형 필름코팅정
202303012,"싱귤리엔플러스정(몬테루카스트나트륨,레보세티리진염산염)",한화제약(주),베이지색의 원형 필름코팅정,원형,주황,,M,L,전문의약품,Singulien Plus Tablets,1490.0,7.9,7.9,3.8,2023,"싱귤리엔플러스정(몬테루카스트나트륨,레보세티리진염산염) | 제조사: 한화제약(주) | 모양: 원형 | 색상: 주황 | 각인: M L | 전문의약품 | 베이지색의 원형 필름코팅정"
202400493,싸미논정30밀리그램(니세르골린),한국휴텍스제약(주),황색의 필름코팅정,원형,주황,,HT,분할선,전문의약품,Sarminon Tab. 30mg,2190.0,8.3,8.3,3.1,2024,싸미논정30밀리그램(니세르골린) | 제조사: 한국휴텍스제약(주) | 모양: 원형 | 색상: 주황 | 각인: HT 분할선 | 전문의약품 | 황색의 필름코팅정
202104921,쌩코에스연질캡슐,에이프로젠제약(주),미적색 내지 연한 오렌지색의 투명한 액이 든 오렌지색의 투명한 장방형 연질캡슐,타원형,"주황, 투명",,APG SO,,일반의약품,Saengco S Soft Cap.,1140.0,24.8,9.2,9.4,2021,"쌩코에스연질캡슐 | 제조사: 에이프로젠제약(주) | 모양: 타원형 | 색상: 주황, 투명 | 각인: APG SO | 일반의약품 | 미적색 내지 연한 오렌지색의 투명한 액이 든 오렌지색의 투명한 장방형 연질캡슐"
202301489,쌩코에이연질캡슐,(주)에이프로젠바이오로직스,미적색 내지 연한 오렌지색의 투명한 액이 든 오렌지색의 투명한 장방형 연질캡슐,타원형,"주황, 투명",,APG SOA,,일반의약품,Saengco A Soft Cap.,1140.0,24.8,9.3,9.3,2023,"쌩코에이연질캡슐 | 제조사: (주)에이프로젠바이오로직스 | 모양: 타원형 | 색상: 주황, 투명 | 각인: APG SOA | 일반의약품 | 미적색 내지 연한 오렌지색의 투명한 액이 든 오렌지색의 투명한 장방형 연질캡슐"
202104905,쌩코프에스연질캡슐,에이프로젠제약(주),미적색 내지 연한청색의 투명한 액이 든 연청록색의 투명한 장방형 연질캡슐,타원형,"청록, 투명",,APG SG,,일반의약품,Saeng cough S Soft Cap.,1140.0,24.4,8.3,8.7,2021,"쌩코프에스연질캡슐 | 제조사: 에이프로젠제약(주) | 모양: 타원형 | 색상: 청록, 투명 | 각인: APG SG | 일반의약품 | 미적색 내지 연한청색의 투명한 액이 든 연청록색의 투명한 장방형 연질캡슐"
202301490,쌩코프에이연질캡슐,(주)에이프로젠바이오로직스,미적색 내지 연한청색의 투명한 액이 든 연청록색의 투명한 장방형 연질캡슐,타원형,"청록, 투명",,APG SFA,,일반의약품,Saeng cough A Soft Cap.,1140.0,25.2,8.8,8.8,2023,"쌩코프에이연질캡슐 | 제조사: (주)에이프로젠바이오로직스 | 모양: 타원형 | 색상: 청록, 투명 | 각인: APG SFA | 일반의약품 | 미적색 내지 연한청색의 투명한 액이 든 연청록색의 투명한 장방형 연질캡슐"
202104856,쌩콜에스연질캡슐,에이프로젠제약(주),미황색 내지 미적색의 투명한 액이 든 적색의 투명한 장방형 연질캡슐,타원형,"빨강, 투명",,APG SR,,일반의약품,Saengcol S Soft Cap.,1140.0,24.9,9.1,8.6,2021,"쌩콜에스연질캡슐 | 제조사: 에이프로젠제약(주) | 모양: 타원형 | 색상: 빨강, 투명 | 각인: APG SR | 일반의약품 | 미황색 내지 미적색의 투명한 액이 든 적색의 투명한 장방형 연질캡슐"
202301491,쌩콜에이연질캡슐,(주)에이프로젠바이오로직스,미황색 내지 미적색의 투명한 액이 든 적색의 투명한 장방형 연질캡슐,타원형,"빨강, 투명",,APG SLA,,일반의약품,Saengcol A Soft Cap.,1140.0,24.7,9.4,9.4,2023,"쌩콜에이연질캡슐 | 제조사: (주)에이프로젠바이오로직스 | 모양: 타원형 | 색상: 빨강, 투명 | 각인: APG SLA | 일반의약품 | 미황색 내지 미적색의 투명한 액이 든 적색의 투명한 장방형 연질캡슐"
202502192,써큐렉스정240밀리그램(은행엽건조엑스),에이치엘비제약(주),녹색의 장방형 필름코팅정제,장방형,연두,,HLB,240,일반의약품,Circurex Tablet 240mg(Ginkgo Leaf Dry Extract),2190.0,16.1,8.1,6.4,2025,써큐렉스정240밀리그램(은행엽건조엑스) | 제조사: 에이치엘비제약(주) | 모양: 장방형 | 색상: 연두 | 각인: HLB 240 | 일반의약품 | 녹색의 장방형 필름코팅정제
202500930,써큐록신정240밀리그램(은행엽건조엑스),일동제약(주),녹색의 장방형 필름코팅정제,타원형,연두,,ID,240,일반의약품,Circuroxin Tab. 240mg(Ginkgo Leaf Dried Ext.),2190.0,16.2,8.2,5.4,2025,써큐록신정240밀리그램(은행엽건조엑스) | 제조사: 일동제약(주) | 모양: 타원형 | 색상: 연두 | 각인: ID 240 | 일반의약품 | 녹색의 장방형 필름코팅정제
202402429,써큐프리정240밀리그램(은행엽건조엑스),(주)넥스팜코리아,녹색의 장방형 필름코팅정제,타원형,연두,,NK,240,일반의약품,Cirqufree Tab. 240mg,2190.0,16.2,8.1,5.4,2024,써큐프리정240밀리그램(은행엽건조엑스) | 제조사: (주)넥스팜코리아 | 모양: 타원형 | 색상: 연두 | 각인: NK 240 | 일반의약품 | 녹색의 장방형 필름코팅정제
202500145,썬비타민연질캡슐,(주)알피바이오,주황색의 유상 내용물을 함유한 주황색의 타원형 연질캡슐,타원형,주황,,SVD,,일반의약품,SunDtamin soft cap.,3190.0,9.1,5.6,5.6,2025,썬비타민연질캡슐 | 제조사: (주)알피바이오 | 모양: 타원형 | 색상: 주황 | 각인: SVD | 일반의약품 | 주황색의 유상 내용물을 함유한 주황색의 타원형 연질캡슐
202400340,쎄닐톤에이캡슐,(주)동구바이오제약,"연한 노란색의 분말이 든 상,하부 청록색의 경질캡슐",장방형,초록,,DCN C,,일반의약품,Cernilton A Cap.,2550.0,17.2,6.0,6.0,2024,"쎄닐톤에이캡슐 | 제조사: (주)동구바이오제약 | 모양: 장방형 | 색상: 초록 | 각인: DCN C | 일반의약품 | 연한 노란색의 분말이 든 상,하부 청록색의 경질캡슐"
202302403,쎄레텍정,명문제약(주),두 개의 층으로 이루어진 황색의 장방형 필름코팅정,타원형,주황,,MMB,,전문의약품,Celetec tab.,1140.0,13.3,8.1,7.3,2023,쎄레텍정 | 제조사: 명문제약(주) | 모양: 타원형 | 색상: 주황 | 각인: MMB | 전문의약품 | 두 개의 층으로 이루어진 황색의 장방형 필름코팅정
202302409,쎄브칸플러스정,(주)바스칸바이오제약,두 개의 층으로 이루어진 황색의 장방형 필름코팅정,타원형,주황,,BSK,,전문의약품,Cebkhan Plus Tab.,1140.0,13.5,8.2,7.4,2023,쎄브칸플러스정 | 제조사: (주)바스칸바이오제약 | 모양: 타원형 | 색상: 주황 | 각인: BSK | 전문의약품 | 두 개의 층으로 이루어진 황색의 장방형 필름코팅정
202301077,쎈비백뉴로업정,한국코러스(주),황갈색의 장방형 필름코팅정,타원형,분홍,,S115,,일반의약품,Ssen B Nuro Up Tab.,3190.0,20.2,9.0,7.5,2023,쎈비백뉴로업정 | 제조사: 한국코러스(주) | 모양: 타원형 | 색상: 분홍 | 각인: S115 | 일반의약품 | 황갈색의 장방형 필름코팅정
202202769,쎈비큐엠정,진양제약(주),갈색의 장방형 필름코팅정제,장방형,갈색,,M415,분할선,일반의약품,SSenBQM Tab.,3160.0,17.4,8.9,6.9,2022,쎈비큐엠정 | 제조사: 진양제약(주) | 모양: 장방형 | 색상: 갈색 | 각인: M415 분할선 | 일반의약품 | 갈색의 장방형 필름코팅정제
202401412,쎈비큐콘드로정,진양제약(주),노란색의 타원형 필름코팅정제,타원형,노랑,,S800,분할선,일반의약품,SSenBQChondro Tab.,3190.0,19.8,10.3,12.3,2024,쎈비큐콘드로정 | 제조사: 진양제약(주) | 모양: 타원형 | 색상: 노랑 | 각인: S800 분할선 | 일반의약품 | 노란색의 타원형 필름코팅정제
202400756,쎌레타민정,(주)시어스제약,적갈색의 장방형 필름코팅정제,타원형,갈색,,sr ST,,일반의약품,Selletamin Tab.,3190.0,21.0,9.1,6.9,2024,쎌레타민정 | 제조사: (주)시어스제약 | 모양: 타원형 | 색상: 갈색 | 각인: sr ST | 일반의약품 | 적갈색의 장방형 필름코팅정제
202300393,쏙코에이연질캡슐,(주)에이프로젠바이오로직스,미황색의 투명한 액이 든 주황색의 투명한 장방형 연질캡슐,타원형,"주황, 투명",,APG COA,,일반의약품,Sockco A soft cap.,1140.0,21.0,8.8,8.8,2023,"쏙코에이연질캡슐 | 제조사: (주)에이프로젠바이오로직스 | 모양: 타원형 | 색상: 주황, 투명 | 각인: APG COA | 일반의약품 | 미황색의 투명한 액이 든 주황색의 투명한 장방형 연질캡슐"
202102248,쏙코에프연질캡슐,에이프로젠제약(주),미황색의 투명한 액이 든 주황색의 투명한 장방형 연질캡슐,타원형,"주황, 투명",,APG SSC,,일반의약품,Sockco F Soft Cap.,1140.0,20.1,8.2,8.6,2021,"쏙코에프연질캡슐 | 제조사: 에이프로젠제약(주) | 모양: 타원형 | 색상: 주황, 투명 | 각인: APG SSC | 일반의약품 | 미황색의 투명한 액이 든 주황색의 투명한 장방형 연질캡슐"
202300976,쏙코프에이연질캡슐,(주)에이프로젠바이오로직스,미황색의 투명한 액이 든 청색의 투명한 장방형 연질캡슐,타원형,"파랑, 투명",,APG CFA,,일반의약품,SSock cough A Soft Cap.,1140.0,20.2,8.3,8.3,2023,"쏙코프에이연질캡슐 | 제조사: (주)에이프로젠바이오로직스 | 모양: 타원형 | 색상: 파랑, 투명 | 각인: APG CFA | 일반의약품 | 미황색의 투명한 액이 든 청색의 투명한 장방형 연질캡슐"
202102731,쏙코프에프연질캡슐,에이프로젠제약(주),미황색의 투명한 액이 든 청색의 투명한 장방형 연질캡슐,타원형,"파랑, 투명",,APG SCF,,일반의약품,Sock cough F Soft Cap.,1140.0,19.9,8.4,8.3,2021,"쏙코프에프연질캡슐 | 제조사: 에이프로젠제약(주) | 모양: 타원형 | 색상: 파랑, 투명 | 각인: APG SCF | 일반의약품 | 미황색의 투명한 액이 든 청색의 투명한 장방형 연질캡슐"
202301007,쏙콜에이연질캡슐,(주)에이프로젠바이오로직스,미황색의 투명한 액이 든 적색의 투명한 장방형 연질캡슐,타원형,"빨강, 투명",,APG CLA,,일반의약품,Sockcol A Soft Cap.,1140.0,20.2,8.4,8.4,2023,"쏙콜에이연질캡슐 | 제조사: (주)에이프로젠바이오로직스 | 모양: 타원형 | 색상: 빨강, 투명 | 각인: APG CLA | 일반의약품 | 미황색의 투명한 액이 든 적색의 투명한 장방형 연질캡슐"
202102604,쏙콜에프연질캡슐,에이프로젠제약(주),미황색의 투명한 액이 든 적색의 투명한 장방형 연질캡슐,타원형,"빨강, 투명",,APG SCL,,일반의약품,Sockcol F Soft Cap.,1140.0,20.0,9.0,8.5,2021,"쏙콜에프연질캡슐 | 제조사: 에이프로젠제약(주) | 모양: 타원형 | 색상: 빨강, 투명 | 각인: APG SCL | 일반의약품 | 미황색의 투명한 액이 든 적색의 투명한 장방형 연질캡슐"
202400125,쓰담정200밀리그램(트리메부틴말레산염),메딕스제약(주),연한 노란색의 원형정제,원형,연두,,GF,분할선,일반의약품,Sseudam Tab. 200 mg(Trimebutine maleate),2390.0,8.5,8.5,4.2,2024,쓰담정200밀리그램(트리메부틴말레산염) | 제조사: 메딕스제약(주) | 모양: 원형 | 색상: 연두 | 각인: GF 분할선 | 일반의약품 | 연한 노란색의 원형정제
202400438,씨엠지니세르골린정30밀리그램,(주)씨엠지제약,황색 원형의 필름코팅정,원형,노랑,,CP3,분할선,전문의약품,CMG Nicergoline Tab. 30mg,2190.0,8.1,8.1,3.6,2024,씨엠지니세르골린정30밀리그램 | 제조사: (주)씨엠지제약 | 모양: 원형 | 색상: 노랑 | 각인: CP3 분할선 | 전문의약품 | 황색 원형의 필름코팅정
202400647,씨엠지뷰플러스연질캡슐,(주)씨엠지제약,주황색의 내용물을 함유한 암녹색의 타원형 연질캡슐,타원형,청록,,CPW,,일반의약품,CMG View Plus soft capsule,3190.0,14.5,10.3,10.3,2024,씨엠지뷰플러스연질캡슐 | 제조사: (주)씨엠지제약 | 모양: 타원형 | 색상: 청록 | 각인: CPW | 일반의약품 | 주황색의 내용물을 함유한 암녹색의 타원형 연질캡슐
